Experiment,Topic,ID,Segment1_Notes,Segment2_Notes,Segment3_Notes,Segment4_Notes
2,Ecology,6260221,ramphastidae family tucano - colloquial word rainforest dweller 40 species - toco = biggest (25 inches 1.5 lbsaracar =smallest lifespan = 18 yrs wild tucan = unknown life dont migrate don't fly well = poor balance w/ large big bird = big bill tucans have 4 toes - like chicken? reverse toes grab to branches tree holes from woodpeckers are where they sleep sleeping = turn head back. tail up. back 3 vert are like a ball and socket joint incubation = insubate together? leave eggs uncovered 2-21 eggs hatch at 21 weeks hatch nakes feathers @ 4 yrs mom and dad both feed babies stay in hole for some time tucans are social and travel together 20+ birds together tucans are playful tucans,"toco - mostly black feel billed tocuan is very bright feathers - no feathers at bill, feet, and around eyes color around eye is from skin survival fxn DNA testing is needed for sexingtocotoco = largest bill bills are mostly hollow bills are made of keratin = provides structure + support honeycomb bill structure bill has serrated edges tucans used to eat meat...? tucans can steal from other birds bills used for defense bills are used to reaching for food pluck berries from small branches tucans toss their head to eat food can tear foods into small pieces long digestion period can't eat while digesting eat lizards, insects, and eggs provide protein to tucans bills are good for communication - attract mate tossing berries = ritual for mating (gift) hot = more blood to bill and easy release of heat b","wild bird conservation act - prevented exporatation of birds deforestation = loss of all willd birds tucans were not treated ethically breeders and owners did not take proper care of them 50s -80s many places had birds america sucksssss tucans went to america tucans were $$$ $$ d/tfresh fruit is needed for fooneed low iron pellets toys for birds -- tear them up space - need large home rare in america now aviculture - breeding and rearing of birds mostly private collectors and zoos 10,000 20x increase in price parrots became more popular than tucans defenders of wildlife --- started the WBCA CITES blocked import of tucans","hemochromatosis - iron overload iron storage --low iron pellets needed iron storage dz not common in parrots iron storage in liver causes hepatic swelling open mouth breathing is common - resp distress can drown them if air goes into the air sacs liver biopsy ----- lol im sure thats easy liver enzymes ALP, ALT, bile acidsbiopsy need for confirmation enlargement of heart could be d/t hemochromatosis hemochromatosis = liver and heart problems penicillamine not effective in tucans you can bleed them -- obviously not a cure that probs be super fucking stressful for bird prevention is key low iron mellets --- probably from mazuri low bioavailable iron is best high bioavailable iron leads to hemochromatosis ---- in meats, obviously not the tucan diet vegetarian diets best w/ low iron bioavailabilty cheap dog food is soy based --- could not be horrible for birds"
2,Ecology,6271650,"Toucans - Ramphastidae neotropical family south america, rainforest, treetops 40 species toco toucan is biggest, aracar toucanet smallest lifespan - 18 years in captivity do not migrate do not fly well, hop size of bill is bc of species size 4 toes, 1 and 4 turned back to grab onto branches raise kids in tree holes sleep with head backwards and tail folded up ball and socet joint on the tail mom and dad sit on eggs 2-21 eggs two week incubation period 4 weeks start feathers fly at 7 weekstravel in groups of 20 or more playful",mostly black feathers area around the eyes is colorful bc of skin the feathers and bills look like fruits you must take a blood sample to find gender the bill size is related to the body could be half the length of body they are light because of a honeycomb structuremade of keratinkeratin provides structure and support like a hard sponge structure bill has serated edges that look like teeth eat fruits have long grey narrow tounges foraging bills intimidate and help defend and help reach they thick so they need to reach for smaller branches reach deep into tree holes toss their head back to get the food down their gullet bestie 75 minutes to digest a fruit cant eat while digesting eggs and insects provide protein toss berries against each other for seggs toucans regulate bloodflow to bill to regulate temp,"central and south america deforestation is cause of drop in wild birds babes fed dog food and mice they're so cute omg 50s to 80s all species had large population attracted bc they pretty America wanted pet toucans not enough to meet demands imported by the 100s were not cheap need fresh fruits and special low iron pellets need lots of toys babes they are rough and loose interest need spaceeee, high energy will not sit, adhd lowkey rare in America now in aviculture not many breeders less than 10 in us now 500 now to 10000 dollars to get one supply and demand babyyyy yeeeeeparrots are the new it thing babes WBCA and MBCA defenders of wildlife were like naw babes that's endangered","Hemochromatosis is iron overload need low iron pellets does not affect parrots, finches and canaries iron deposits in liver, enlarge babes, no more breatheeee swollen abdomen and open mouth breathing would drown if laying down oh noooooooooooo can take liver biopsy and strain shizzzz can also x ray but not the bestest enlargement of the heart can happen but we don't know if its related to the diseasehumans can be treated with a thing but birds need a phlebotomy release blood which uses up blood to make more semi successful done once or twice a month cuse unknown prevention is best babes get a good diet, low iron pellets form of iron may be good low bioavailable iron please no meats, more vegetables and fruits feed them vegetairan diet some feed them dog foods bc its usually soy based that's kinda cool lowkey thanks bab"
2,Ecology,6260231,"Ramphastidae Tuacano: South America Rainforest Dwellers Largest Toucan Toucans have around 40 different species 18 years is a average lifespan They don't migrate, hard to balance, they hop from branches instead of flyingThey havefour toesThese birds can't create tree holes They sleep with their head backward They hold their tail upwards They have unique body structures Held by a ball Incubation: shared by parents, impatient, feeding Female Tucans can lay 2-21 eggs, 2 weeks sometimes Thier feathers fill in 4 weeks old. Toucan families stick together They are playful birds They travel in groups They try to establish d","They have black feathers normally White coloring Keel-billed is more colorful They are covered in feathers except for the feet, bill, and eyes Survival function looks like fruits You can't determine gender based on looks The bill is related to body Toco Toucan is biggest Their bill is made from protein Keratin is an ingredient in shampoo Dry hard sponge They use certain edges Long gray tounges Communication Steal from other bird's nests Sit in crack of tree and uses bills to get fruit Helps reach deep into tree holes They tilt their heads back They use bills to break up fruits Can take up to 75 minutes to digest fruitsCommunication with fruit Regulating body tempertures","Toucans were exported Deforstatin was a main reason for wildlife population decreased They were not treaed well in pet shops Different breeds and breeders didn't know how to do it There was a large demand There were a lot of costs They need fresh fruit and won't eat other fruit like frozen They need special pellets They need toys They are hard to take care of They won't play with toys for awhile They need a lot of space They are rare in America now Not many people own them Fewer than 10 facilities that breed them They can cost 10,000 dollars Supply and demand They lived longer Breeders don't breed much anymore The defenders of wildlife is an org to save There are a lot of orgs that help birds 180-1991 US was worlds largest 70 % Toucans are very very expensive Limited offspring",Health and wellbeing: Hemochromatosis In humans its not deadly iron shortage They affect more birds also Parrots aren't affecting Massive ingestion in the liver Liver enlarges A swollen abdomen and open mouth breathing They can drown in their own fluid You can take a liver biopsy X-rays can be taken to see the liver Similar to diagnosing breast cancer Enlargement of the heart can occur Treatment options are limited They can use phlebotomy Release excess iron Creates more blood This can be repeated once or twice a monthThe reserch needs to be done doesn't know how to cure need to prevent low-iron pellets available of iron bioavailable Vegatables/fruits vs meat Doesn't accumulate Vegetable based is low bioavailable Soy-based Dog foods Low iron diet Endn
2,Ecology,6265000,"Toucans- neotropical family - ramphastideae name from - tucano rainforest dwellers 40 species toco toucan - biggest short body short neck thin waist lifespan- 18 years wild lifespan - unknown toucans don't migrate because they don't fly well hop from trees to travel the bigger the toucan the bigger the billyour toestoes help grab onto trees tree holes can't be created so they find holes that were already made sleep - head back, bill on back, tail upwards unique body structure 5-6 can fit in a tree hole incubation - shared by parents, impatient - venture and leave eggs, feeding hatch with no feathers - 4 weeks old feathers hatch in two weeks playful birds toucan families stick together","feathers- black feathers : toco toucan keel-billed - most colorful feathers cover whole body other than bill, around eyes, and feet colored like fruits as protection only can tell gender from blood tests they have a hollow bill made of carotin-bill honeycomb structure in the bill bill has serrated edges- eat fruits now but used to eat fish the tongue is long and grey bill can intimidate other birds and defend themselves, can provide reach bills reach into tree holes - throw food back by tossing head back long digestion period can't eat while digesting diet- insects and food fcommunication- attract mates, toss berries against eachother regulating body temp by regulating blood flow to the bill can release","owning a toucan - before wbca decreased the number of toucans in wild: deforestation ended up in pet shops and were not treated well 50s-80s, there was a large population people attracted to the look, the us wanted them the most hard to meet demand 100s wercosts - ffresh fruits and special pellets, expensive to take care of low iron pellets lots of toys space- requires a lot of space take over the whole house decrease in populations rare in America breeders decreased cost 500 then - 10,000 now passed the wbca wild bird conservation act passed mbca migratory bird conservation act in Canada cites USA was largest buyer 1980-1991 they are",toucan health and well being hemochromatosis-iron overload low-iron pellets doesn't affect parrots finches healthy doesn't have a lot of iron and hemochromatosis has a lot of iron liver the fluid gets into the lungs- can't breathe liver tests can be done and x-rays can show enlargement of the heart treatment- humans can be treated but different than birds phlebotomy - blood letting release excess iron use iron treatment - must be repeated and can't cure cause isunknown best stratebest strategy now is prevention low-iron pellets is important iron amount vs form of iron low vs high bioavailable iron vegetables / fruits vs meat soy-based with inorganic iron cheap dog food soy-based - good for the birds
2,Ecology,7339916,"Toucans: - Family: Ramphastidae - Most toucans in S America; rainforest dwellers - 40 species Lifespan: -capitivy 18 years - wild: unknown They don't migrate They hop between tree branches lol Toes: 4, first and fourth turn backwards for grabbing branches Nest in tree holes, but they cant make them themselves - like them bc they sleep all curled up, v cute lookingParents share incubation and feeding duties But theyre impatient, known to leave eggs uncovered while they venture out Eggs hatch in 2 weeks. Babies with no feathers Grow feathers at 4 weeks Begin to fly at 7 weeks Toucans are social, travel together, groups of 20+ Playful: play tag and spar","Keel-billed most colourful Bill ,feet, area arond eyes not covered in feathers Around eyes have colourful skin Color is survival function: looks like fruits Can't determine gender from looks Bill size related to bodyInside of bill is hollow honey comb Keratin (like hair and nails) Bill has serated edges, like teeth - used to eat fish, now just fruits Long grey and narrow tongues Steal from other birds nest with long bill Throw food back into throat by moving neck Have long digestion period - 75min Cant eat while digesting Insects, lizards, eggs for protien Patterns on bills to recognize each other Manage body temp by regulating blood flow to bill","Exportation caused decrease + deforestation (main reason for drop in wild bird popn) 50s-80s large popns of toucans Largest demand in USA Only eat fresh fruit and LOW iron pellets Need lots of toys, but they will destroy them or loose interest full of energy Now rare in USA avicaulture: not many people own now less than 10 breeders in USA Now cost $10,000, used to cost $500 Supply and demand, parrots took over toucans for pets MBCAMBCA in Canada Migratory Birhday COnservation ACt (WBCA in USA) USA was largest buying, 7,000,000 between 1980-1991","Hemochromatosis: iron overload - biggest challenge for toucan owners - leading cause of death for toucans in capivity - causes liver to enlarge, bird can;t breathe - open mouth breathing, swollen abdomen - can drown in own fluid - live- liver biopsy for diagnosis Hemochromatosis: harm to liver and heart Treatment: phlebotomy/blood letting, releases excess iron - must be repeated 1-2x a month, but cannot cure - cause unknown Prevention: low iron pellets - Feed fruit/veg vs meat (bioavailable) Birds feed dog food do not deveop hemochrom.... - bc they are soy-based- liver biopsy for diagnosis Hemochromatosis: harm to liver and heart Treatment: phlebotomy/blood letting, releases excess iron - must be repeated 1-2x a month, but cannot cure - cause unknown Prevention: low iron pellets - Feed fruit/veg vs meat (bioavailable) Birds feed dog food do not deveop hemochrom.... - bc they are soy-based"
2,Ecology,6260220,"Topic: Animal ecology and toucans -Neotropical family: Ramphastidae -Name comes from Tucano - Toco toucan is thelargest- No migration - Wild lifespan unknown - Hop between branches to move - Beak related to size of bird - 4 toes, 2 reversed -Nest in tree holes stolen from woodpeckers or tree hollows - Sleep with head backwards and tail folded up - Ball and socket joint in the back to help them become compact Offspring - Incubation together but swap out - Impatient and will leave eggs alone - Hatch blind and featherless - Fly after 7 weeks Interactions - Families will stay together - Social birds","Feathers: - Most have black feathers with a contrast - Covered in feathers except for feet, bill, and eyes - Color can come from skin (why eyes are colorful) - Helps them blend in with fruits Gender: Need blood test Bill: - Size relates to body - Bill is largely hollow with honeycomb structure - Kerotin -Lightweight -Kerotin provides structure and strength - Serrated edges on beak (Possibly used to eat fish in the past) - Narrow tongues Foraging -Bill can intimidate - Gives reach -Fight predators - Toss food into their throatCanFood: - Insects, lizards, eggs -Can't eat while digesting Communication: - Toss berries against each other - Females more likely to see food as gift Beak: -Beak can","Owning a Toucan: - Before WBCA: Exported from south America - Toucans wind up in pet shops in bad conditions - Deforestation caused many birds to die - Large populations of toucans in 50s to 80s - America wanted toucans so big demand Costs: - Fresh fruits -Special pelletsCosts: - Fresh fruits -Special pellets - Toys - Space Populations: - Rare in modern American aviculture - Few breeders - Used to cost $500 now $10,000 -Toucans harder to find -Parrots more popular now WBCA - Defenders of wildlife defend wildlife in north america - Wild bird conservation act - Restricted imports o birds from endangered species - USA biggest consumer from 1980-1991 - Rarity means cost goes up","Toucan Health: - Hemachromatosis (Iron overload) - Hema... can affect softbills, but not parrots, finches and another bird I didn't catch - Hemachromatosis symptoms include mouth open and heavy breathing and liver enlargement - Can be diagnosed with liver biopsy or x-ray - Hemachromatosis can cause damage to liver and hart Treatment: -Phlebotomy (Bloodletting) - Not a cure and must be repeated - Cause is unknown -Prevention is bestPrevePrevention: - Low iron pellets - Scientists recommend low bioavailable iron food diet - Vegetarian diet - Breeders will feed toucans dog food - Cheap dog food is soy based - Hemachromatosis is going to ha"
2,Ecology,6271826,"Toucans - Neotropical family called Ramphastidae Get their name from brazil Most are found in South America Rainforest dwellers >40 species - Toco toucan 25 Aracar roucanet 12"" and 4.5 oz Average lifespan - 18 years..... wild is unknown They don't migrate, don't know why but could be the fact that they don't fly well due to their big beak bigger the toucan bigger the bill Two referse tows help them stay on branches They rely on natural tree holes from natural hollows and woodpeckers They sleep turn their head backwards, fold their tail upwards due to their unique body strucutreIncubation male and female together but are impatient 2-21 eggs after 2 weeks feathers around 4 weeks old",Keel billed toucan are more colorful covered in feathers except the bill feet and area around the eyes the eyes serve a surival function blend in like fruit to protect themselves from pretators genders are determine by dna test Bills sizeInside of the bill are mostly hollow and honeycomb structure Long gray narrow tongue foreging and communication large bills provides reach and use against smaller birds Toss the food up to eat Long digestion period 75 minutes to digest can't eat while digesting insects lizard and eggs as diet COMMUNICATION attract a mate and displays where they toss berries to each other they can manage their body teperature,Exportated from South America Deforestationi is the main reason for depopulation of wild birds Many are attracted because of how they look the US is a huge demand Hard to demand Many cost such as fresh fruits and speacial pellets constant desire for fresh fruits so it's expensive provide a lot of toys to keep them entertained They need a lot of space They're rare in american aviculture not many people own toucans in North America $500 to 10k just to own it,Hemochromatosis is a common challenge - iron storage problme effects toucans mynahs birds of paradise and other soft bills Leading cause of death Massive ingestion in the liver makes it hard for the bird to breathe swollen stomach and open mouth breathing drown in their own fluid when it gets into their lungs Englargement of the heart Can cause extreme harm to the liver and heart which is deadly Treatment is very limited Draw the blood called phlebotomy - bloodletting Release excess iron and use ironPreventions can be to provide low iron pellets form of iron what mattters Vegetales and fruits low bioavaliability is better to prevent this disease You should feed them vegetarian diet because it provides them iron Can feed them dog food soy based with inorganic iron by luck We will encounter this eventually
2,Ecology,7544388,"Animal ecology Tuncan Family: ramphastidae Name comes from tuncano Found in south american > 40 species Toco toucan ⇒ largest 25” Smallest arcar Short body, Lifespan: toucans do not migrate ⇒ they don’t fly good Hop instead Bigger the tucan, bigger the bill - sleep in tree hole - sleep position, turn head backward bill rest on back, tail up - incubation==> both parents - tucans are impatitent - num of eggs 2 - 20, hatched over 2 weeks- like to travel together -","- most have black feathers - toco toucan black - kell-billed ==> most vibrant - covered head to toe with feathers, expect bill feet and around eyes - colour around eyes comes from skin - colour comes form frutis, helps them blended - find gender through blood or dna bill: - bill size related to body - cna be half the length of their body - large but light - holl=- holl- protein carltin - structure of bill looks like a dry sponge - serrated edges, look like teeth, believed to catch fish but they only eat fruit long bils good for - forging ==> intimidate birds - reaching, high trees, deep into holes - eat by throwing food in air and fall into thorat - food too big, they tear it apart cna't eat while digesting - comunication, partner helps them recognize eahc other or attract - regulate blood flow to bill to r","owning a toucan: - not pets, crammed in small cages - toco, keel-billed, red-billed - attract becaus ethey look cool - hard to meet demand =- fresh fruits - special pellets - expensive birds - toys, only lasts a few months, tucans are rough with them - a lot of space, high energy birds - rare in American aviultuer ==> breeeding birds - decreasing population - increase in cost ==> supply and demand - WBCA","- hemochromatosis ==> shortage of iron, used pellets to stop this - parrots, finches and canerires nto affected - excessive iron storage, makes bird hard to breath - fuild gets into lungs and the bird won't breath, upright to sideways - diagnosis, x-ray enlargment fo the heart - liver biopsy -treatment - phlebotmy - blooddrawing - blood contains iron so when blood is gone less iron - excess iron in liver wiht be used to create blood that is lost - must be done 1-2 times/ month - does not cure but prevent - cure is unknown prevention - low-iron pellets - low bioaviability iron - high bioa. ==> meat, low ==> fruits, vetgetables - vegetarian diet - dog food ==> soy based"
2,Ecology,6265881,"Animal Ecology: Neotropical Family -Ramphastidae -Tucano -Rainforest Dwellers ->40 species Lifespan -captivity- 18 yrs -wild- unknown Toucans don't fly well= no migration; hop between branches Bigger the toucan, the bigger the bill. 1st and 4th toe reversed and help stand on branches. Raising toucan - Natural tree hollows made by woodpecker -toucans sleep with head back to bill is resting on back and tail upwards to be compact -Back 3 vertebra are connectedIncubation- Both parents incubate together Toucans can venture out and leave eggs -Toucans stick together; mother birds don't leave and they travel together -","Feathers -mostly black usually with little bits of coloring -color around eyes is ski n since no feathers are there -color helps blend in to avoid predators DNA is required for genderinside of bill is mostly hollow and takes on honeycomb structure- keratin thin outer sheath- keeps strength to weight combination mostly eat fruits but used to have teeth used for forraging and communication; provides reach toss head to get fruit into mouth -long digestion period- cant eat while digesting -can steal eggs, lizards, bugs to get variety of diet materials. Toucans csn regulate body temo by bringing body temp to","Owning a toucan -toucans were exported and deforestation is drop in wild bird populations -Toucans were not treated ethically >:( and abused and that's messed up 50s and 80s -US wanted toucans and hundreds were imported each day but are expensive to take care of --diet --Want freshwants fresh fruits and need special pellets; like toys but also like to detroy them Toucans need lots of room and are high energy Rare in US aviculture- bird breeding -Cost $500 but now $10,000 parrots became more popular then toucans WBCA (wild bird conservation act) US -1980-1991 (7 million birds) -","Toucan Health and Well-Being Hemochromatopsis -Fe storage problems -deadly to birds (not parrots, finches) _caused by Fe overload in Liver which expands liver and fluids leak and birds can't breathe if entered into lungs -can be tested if bird is healthy enough -enlargement of heart can occur with hemochromatosis Treatment -Phlebotomy- getting blood from bird so some Fe is left through blood -more blood needs Fe which can be gained from liver -Doesn't cure hemochromatosisPPrevention -low iron diet -form of iron- low bioavailabilty (fruits and veggies) -high bioavailability (meat) -Dog foods fed to bird don't get hemochromatosis if the dog food is low quality"
2,Ecology,7309183,"Toucans? Ramphastidae bird family. Get name from Brazil from the word Tucano. Found in rainforests. 40 species of toucans. Large and small sizes. Avrg short body, rounded tail, short neck and long tail. Live 18 years in captivity. They dont migrate (hop between tree branches). Bigger the toucans, bigger the bill.Each Toucan has 4 toes.Raising toucans in tree holes. Dont make their won, just sleep in them. They sleep uniquely, turn head backward and fold tail upwards. Very compact. Male and female encubate together, impatient and leave eggs uncovered. Newborns hatched after 2 weeks. Fly at 7 weeks, be in thier breeding hole and take off togther(20 or more), stick as a family and are playful.","Toco Toucan is white and Keel Billed Toucan is yellow and multicolors. Feathers cover bill, feet, and around the eyes. Blend in the environemnt. Gender is only found through DNA. The Bill size is the related to the size/ specie of body. Honeycomb structure from keratin is the bill. Looks like a dry hard sponge. Seranged edges like teeth that were used for fish and all but now eat fruit. Bill size helps reach food and throw it back to eat tossing it back. Use edges of bills to tear big food. Take 75 mins to digest a fruit and cant eat while digesting.Both genders talk and consider fruit as a gift. Can send tem","Exportation and deforestation made wild birds end. They were crammed in small pet shops in cages. They were common in US at the time. Breeders and owners didnt know hot to keep the safe. America wanted Toucans as pets. They require fresh fruits, and special low iron pellets. Toys last a few months but need them. Need space as they are large birds. RARE in America and few breeders. Toucans cost now around $10,000 from $500 before.When parrots were on TV, toucans were not popular. WBCA tried to save Toucans. MBCA in Canada. Due to WBCA",Hemochromatosis (iron overload). Disease by problems with iron storage. Affects Toucans. Massive injestion and storage of iron in the liver. Swollen abdomen and open loud mouth breathing. Liver Biopsy to know for sure or xray for liver enzyme.Treatment is Phlebotomy - Bloodletting releases excess iron and makes more blood. Best strategy is prevention. With low-iron pellets. Form of iron matters. Feeding low bioavailability (fruits vs meat). Vegetarian deit.
2,Ecology,6260862,"neurotropical family - ramphastide -tucano rainforest dwellers toucan sp - >40 sp - toco toucan - 25"" and 4.5 oz physical characteristics livespan - captivity - 18 yrs, wild movement toucans don't migrate (typically hop between tree branches bigger toucans have bigger bills 4 toes, 1st and 4th backwards raising toucans tree holes - natural hollows, woodpeckers sleep w head backwards, pulling tail upwards incubation shared by parents, impatient, feeding newborns hatched after 2 weeks feathers at 4 wks fly, travelin groups, touncan familiestoucans are playful","feathers are conspicous, most are black keel-billed most colorful feathers covers whole body can't determine gender based on. looks, have to take blood bill proportionate to body bill has honeycomb structure, made of keratin strength to wt ratio bill has sererated edges bills can intimidate small birds use bills to pluck berries tucan toses head back to eat fruit long digestion period can't eat while digestingcommunicationtoucans toss berries to each other w berries toucans regulate blood flow to big and cool off this way","before WBCA exportation deforestation tucans that become pets are abused 50s to 80s large toucan pop large demand in US; humans imported per day and hard to meet demand costscosts fresh fruitcosts fresh fruits, special pellets, toys toucan needs mire space, they are full of energy and don;t like toys rare in America now aviculture breeding of birds tucans cost $10000 bc of supply and demand breeders started focusing on parents passed the WBCA (Wild Birds conservation act) in US passed MBCA (migratory bird conservation act) in Canada wbca cites (convention on internal trade in threatened and endangered sp USA was largest buyer 1980-1991","toucan health and well-being hemochromatosis (ion overlead) common challenge affects birds and humans iron storage disease iron stored in liver, which causes enlargement and edema swollen abdomen open mouth breathing livery diopsy could be earned for deposits of iron certain livery enzyme or x-ray can also indicate enlargement of the heart can be caused by hemochromatosis doesn'ttreatment otherpions limited [hlebotomy 0 bloodletting, releases excess iron, uses iron treatment must be repeated, can't cure, cause unknown, best is prevention prevent though diet of low-iron pellets, amount of iron vs form of iron important feed low bioavailability iron (veggies/fruits) vs high (meat) soy-based inorganic iron vegetable-based, low bioavailable diet (dog food ok) soft-billed birds affects"
2,Ecology,6269591,Toucans: Neotropical family (Ramphastidae) Tucano Rainforest dweller. Over 40 species (Largest = toco toucan) (smallest = aracar toucanet) 18 yrs in capticity. Do not migrate - don't fly well; usually hop between branches4 toes Reproduction: Nest in old hollows or woodpecker holes Sleep in twisted position with bill over back. Back 3 vertebrae are fused together; ball and socket joint Both parents share incubation duties. 2-21 eggs hatch in 2 weeks. Feathers around 4 weeks old. Fly around 7 weeks. Family groups stay together; form larger groups. Couples may withdraw from group during breeding season. Strong group interactions; may establish dominance.,"Keel-Billed is most colorful Skin around eyes is colorful. Camoflauged like fruit Gender must be DNA verified Direct relationship between Bill length & Body mass. May be over 1/2 length of body. Bills are light b/c of honeycomb structureBill made of kerkeratin = bill material *hard sponge. Has serrated edges; used to be for fish? Long, gray, narrow tongue Bill for defense, competition, extra reach for fruit and tree holes. Toss food into their throat. Long digestion time (72 hrs to digest fruit). Can't eat while digesting. May eat eggs, insects. Can use bills for communication. Regulates body temp.","1992 Wild Bird COnservation Act Exportation & Deforestation impacted populations Many used to be imported US: Over 100 imported daily. Couldn't meetdemandFresh fruit & special pellets needed. Also toys needed. Need space. Rare to see in US captivity, few breeders, high cost (increased cost). Canada: MBCA WBCA: CITES, USA largest buyer","hemochromatosis: Iron overload. Toucans need low-iron pellets. Impacts most soft-billed birds. Iron storage in liver causes liver growth and difficulty breathing b/c of fluid in air sacs, which can get into lungs. Liver biopsy, liver enzymes can be analyzed. Heart may be enlarged.Human treated w/penicillamene, not for birds. Phlebotomy = bloodletting = release excess iron. Must be repeated, cannot cure, cause is unknown, better to prevent. Low-iron diet may help Low bioavailable iron (veggies/fruits) (high = bone/meat) Dog food may help prevent iron overdose."
2,Ecology,6260215,"tucano (south america) 40 species toco toucan(largest 25'') aracar toucanet(smallest 12' 4.5oz) short body rounded tail lifespan (18 years in capticity) dont migrate (dont fly well, hop between tree branches) biiger toucans have bigger bills 4 toes first and fourth turn backwards (helps grab branches to stand) raising children (tree holes) natural tree holes by woodpeckers why live so small hole? sleep with their head turn backwards and pull their tail upwards 5-6 can fit in the ho;e mom and dad take turns to sit on eggs but impatient (leave their eggs uncovered) eggs hatched 2 weeks and naked feathers fill in 4 weeks old 7 weeks flymother leave once kid can survive fly together family stick together playful birds,",conspirous feather black color (toco toucan) keel billed (colorful) except bill feet area around eyes area around eyes are colorful because skin toucan colorful to survive (blend in with fruits) bill more than half the length of body quite light and hollow and honeyccarkeratin in bill catacolm hard sponge balance strength ratio edges to eat meat long gray narrow tounge forging (intimidate small birds) and communicating long bills provide reach throw food back at the throat saw like edges to tear fruit long disgestion (75 min) cant eat while digesting insects offer protein fruit as gift hot send more heat to the bill,"export to central america, deforestation decrease population small cages, dog food, mice 50s-80s large demand of toucan in us cost of fresh fruits special pellets(low iron) toys last a few months much larger space fewer than 10 a few zoos 500usd 10k usd supply and demand 70defenders of wildlife WBCA 7 million",iron overload death in captivirty liver enlarge oz into air sacs hard to breath open mouth breathing drown in thier own fluids leak into their lungs liver biopsy golden brown x ray enlargement from heart Phlebotomy (draw out blood) 1-2 a monthlow bioavailbality fruits vegetarian diet dog food (cheap is soy based)
2,Ecology,6260235,"Tucans belong to the ramphastidae family Get their name form Tucano 40 specifies of tucan Largest Toco tucan Short body,short neck rounded tail wild is unknown captivity 18 yrs Don't migrate cause can't fly well, they travel from hopping from tree branch to branch 4 toes, 2 reversed Nest in tree natural tree wholes made by woodpeckers ball and soktucans are impatient usually 2 babies both parents feed fly at 7 weeks, but still stay with family","black feathers white on t kell billed is colorful feathers cover whole body, color comes from skin and surve for survival as fruit blood sample for DNA to know gender bill, related tohollow bill, honeycomb like structure keratin mostly eat fruit long tusks foraging and communication steal form others nest, provides reach, long digestion period, can;t eat while digest pattern on bills communication with each other females fruit as gift hot more blood to the bill","1992 tucans exported and deforestation is the main reason for bird number decrease 50 tos 80 exotic animals population American wanted a pet toucan imported by the 100s fresh fruit cost special pellets costprovide a lot of toys need a lot of space, fell of energy decreased populations in aviculture, not many people own or breed lower than 10 500 vs. 10000 dollars: parrots become more popular WBCA wild bird conservation act to protect toucans1992: resited import of birds use was the largest buyer 7 million limited ofspring","hemochromatosis: iron overload, iron storage, low iron pallets, massive ingenstion and storage of iron in the liver, opened mouth breathing, some drown if laying down not parrots, finches and caries liver biopsy to confirm diagnoses and heart penicillamine not for birds, phlebotody bloodletting can not cure but repeated 1 or 2 a month, cause is unknown, prevention is bestlow ironlow iron pellets, form of iron matters low bioavailability vegetables/fruit vegetarian diet, coy based some feed dog food"
2,Ecology,6309729,"Ramphastidae family Name via Tucano indians of Brazil From South America 40 species Toco biggest18 years in captivity don't migrate don't fly well, large beaks 4 toes, first and 4th backwards - help with tree branches to stand for long - helps with big beaks/not flying live in treeholes, made naturally or by woodpeckers ball and socket joint, very compact bodies, 5-6 can fit in a single tree hole bother father and mother take turns sitting on eggs but impatient and don't always stay until hatching fly at 7 weeks, young birds don't often leave for awhile","toco black chest, white neck, orange bill - largest bill other types are more colourful feathers cover whole body - bill, feet, area around eyes colours are for aesthetics but also survivial - can look like fruit in trees, avoid predators gender of toucan is defined by dna/blood test bill size is related to body bill made of keratin, honeycomb structure bills with serrated edges long grey tongues bills can be used to steal and intimidate, attack and also reach food from trees/brancheslong digestion period, can't eat while diglong digestion and cant eat while digesting bills used to cimmunicate - attract a mate or remind them of another tucans relaitonship to them bill also used for temp regulation","exported in central and south america, brought on bill/policy to stop adopting/capturing wild birds 50-80s, large populations all toucans huge demand for toucans in US during this time very expensive to buy and keep -fresh fruits and special pelletslow iron pellets to keep them healthy toucans need toys very rare as pets modern day less breeders and cost is extremely high 500 vs 10000 parrots are more popular, toucans harder to come by","hemochromatosis - iron overload which is why they need special pelletsphlebotomy is one of the few treatments for birds hemochromatosis reduce blood, reduce iron repeated treatment but not a cure"
